slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
232,car,honda,amaze,diesel,2016,mumbai,40000,43298,1,1,1,0,0,1,1,0,0,0,0,1,1,0,5900
233,car,honda,amaze,diesel,2016,mumbai,40000,42787,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6000
234,car,honda,amaze,diesel,2016,mumbai,40000,40093,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6250
235,car,honda,amaze,diesel,2016,mumbai,40000,41980,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6000
236,car,honda,amaze,diesel,2016,mumbai,40000,40105,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6100
237,car,honda,amaze,diesel,2016,mumbai,40000,43000,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7300
238,car,honda,amaze,diesel,2016,mumbai,40000,38789,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7250
239,car,honda,amaze,diesel,2016,mumbai,40000,44004,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7100
240,car,honda,amaze,diesel,2016,mumbai,40000,43898,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7450
241,car,honda,amaze,diesel,2016,mumbai,40000,41098,1,1,1,0,0,1,1,0,0,0,0,1,1,0,9500
242,car,honda,amaze,diesel,2016,mumbai,40000,42000,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8500
243,car,honda,amaze,diesel,2016,mumbai,40000,39450,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8250
244,car,honda,amaze,diesel,2016,mumbai,40000,40105,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8300
245,car,honda,amaze,diesel,2016,mumbai,50000,50005,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950
246,car,honda,amaze,diesel,2016,mumbai,50000,50100,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950
247,car,honda,amaze,diesel,2016,mumbai,50000,51050,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7200
248,car,honda,amaze,diesel,2016,mumbai,50000,52000,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900
249,car,honda,amaze,diesel,2016,mumbai,50000,49850,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7000
250,car,honda,amaze,diesel,2016,mumbai,50000,52500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7030
251,car,honda,amaze,diesel,2016,mumbai,50000,47500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6930
252,car,honda,amaze,diesel,2016,mumbai,50000,51250,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900
253,car,honda,amaze,diesel,2016,mumbai,50000,50090,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6750
254,car,honda,amaze,diesel,2016,mumbai,50000,52100,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6800
255,car,honda,amaze,diesel,2016,mumbai,50000,51023,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7150
256,car,honda,amaze,diesel,2016,mumbai,50000,53909,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7100
257,car,honda,amaze,diesel,2016,mumbai,50000,54098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950
258,car,honda,amaze,diesel,2016,mumbai,50000,52345,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8050
259,car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8100
260,car,honda,amaze,diesel,2016,mumbai,50000,52342,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8200
261,car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8000
262,car,honda,amaze,diesel,2016,mumbai,50000,51231,1,1,1,0,1,0,0,0,0,1,0,0,0,0,9250
263,car,honda,amaze,diesel,2016,mumbai,50000,50987,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8900
264,car,honda,amaze,diesel,2016,mumbai,50000,49878,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9250
265,car,honda,amaze,diesel,2016,mumbai,50000,50100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9000
266,car,honda,amaze,diesel,2016,mumbai,60000,61580,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400
267,car,honda,amaze,diesel,2016,mumbai,60000,60765,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7250
268,car,honda,amaze,diesel,2016,mumbai,60000,60272,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350
269,car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7300
270,car,honda,amaze,diesel,2016,mumbai,60000,60322,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7450
271,car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7600
272,car,honda,amaze,diesel,2016,mumbai,60000,60473,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7500
273,car,honda,amaze,diesel,2016,mumbai,60000,61009,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7290
274,car,honda,amaze,diesel,2016,mumbai,60000,59498,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350
275,car,honda,amaze,diesel,2016,mumbai,60000,57976,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400
276,car,honda,amaze,diesel,2016,mumbai,60000,55789,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7700
277,car,honda,amaze,diesel,2016,mumbai,60000,61075,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7250
278,car,honda,amaze,diesel,2016,mumbai,60000,66098,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7450
279,car,honda,amaze,diesel,2016,mumbai,60000,60975,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8400
280,car,honda,amaze,diesel,2016,mumbai,60000,56094,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8250
281,car,honda,amaze,diesel,2016,mumbai,60000,54986,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8200
282,car,honda,amaze,diesel,2016,mumbai,60000,58342,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8300
283,car,honda,amaze,diesel,2016,mumbai,60000,58098,1,1,1,0,0,1,1,0,1,0,1,0,0,0,12000
284,car,honda,amaze,diesel,2016,mumbai,60000,65093,1,1,1,0,0,1,1,0,1,0,1,0,0,0,11050
285,car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,10500
286,car,honda,amaze,diesel,2016,mumbai,60000,61372,1,1,1,0,0,1,1,0,1,0,1,0,0,0,11000
287,car,honda,amaze,diesel,2016,mumbai,60000,60437,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8200
288,car,honda,amaze,diesel,2016,mumbai,70000,70262,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8205
289,car,honda,amaze,diesel,2016,mumbai,70000,70373,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8350
290,car,honda,amaze,diesel,2016,mumbai,70000,70764,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8400
291,car,honda,amaze,diesel,2016,mumbai,70000,70384,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8200
292,car,honda,amaze,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8200
293,car,honda,amaze,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250
294,car,honda,amaze,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8230
295,car,honda,amaze,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8100
296,car,honda,amaze,diesel,2016,mumbai,70000,70098,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250
297,car,honda,amaze,diesel,2016,mumbai,70000,69432,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8300
298,car,honda,amaze,diesel,2016,mumbai,70000,70894,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8100
299,car,honda,amaze,diesel,2016,mumbai,70000,70753,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250
300,car,honda,amaze,diesel,2016,mumbai,70000,70756,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9750
301,car,honda,amaze,diesel,2016,mumbai,70000,70890,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9300
302,car,honda,amaze,diesel,2016,mumbai,70000,70473,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9250
303,car,honda,amaze,diesel,2016,mumbai,70000,70985,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9500
304,car,honda,amaze,diesel,2016,mumbai,70000,70342,1,1,1,0,1,0,0,0,0,1,0,1,1,1,13250
305,car,honda,amaze,diesel,2016,mumbai,70000,70033,1,1,1,0,1,0,0,0,0,1,0,1,1,0,13450
306,car,honda,amaze,diesel,2016,mumbai,70000,70653,1,1,1,0,1,0,0,0,0,1,0,1,1,1,12500
307,car,honda,amaze,diesel,2016,mumbai,70000,70373,1,1,1,0,1,0,0,0,0,1,0,1,1,0,13000
308,car,honda,amaze,diesel,2016,mumbai,80000,82238,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9400
309,car,honda,amaze,diesel,2016,mumbai,80000,89843,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9550
310,car,honda,amaze,diesel,2016,mumbai,80000,85347,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9450
311,car,honda,amaze,diesel,2016,mumbai,80000,82782,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9350
312,car,honda,amaze,diesel,2016,mumbai,80000,80238,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9500
313,car,honda,amaze,diesel,2016,mumbai,80000,88236,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9700
314,car,honda,amaze,diesel,2016,mumbai,80000,86235,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9850
315,car,honda,amaze,diesel,2016,mumbai,100000,117842,1,1,1,0,0,0,0,0,1,0,1,0,0,1,11250
316,car,honda,amaze,diesel,2016,mumbai,100000,103282,1,1,1,0,0,0,0,0,1,0,1,0,0,1,11050
317,car,honda,amaze,diesel,2016,mumbai,100000,102392,1,1,1,0,0,0,0,0,1,0,1,0,0,1,10500
318,car,honda,amaze,diesel,2016,mumbai,100000,112722,1,1,1,0,0,0,0,0,1,0,1,0,0,1,10900
319,car,honda,amaze,diesel,2016,mumbai,100000,90327,1,1,1,0,1,0,0,0,0,1,0,0,0,0,13000
320,car,honda,amaze,diesel,2016,mumbai,100000,90272,1,1,1,0,1,0,0,0,0,1,0,0,0,1,13850
321,car,honda,amaze,diesel,2016,mumbai,100000,90322,1,1,1,0,1,0,0,0,0,1,0,0,0,1,13500
322,car,honda,amaze,diesel,2016,mumbai,100000,90998,1,1,1,0,1,0,0,0,0,1,0,0,0,0,14000
323,car,honda,amaze,petrol,2017,chennai,10000,10327,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1410
324,car,honda,amaze,petrol,2017,chennai,10000,10469,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1487
325,car,honda,amaze,petrol,2017,chennai,10000,10548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1497
326,car,honda,amaze,petrol,2017,chennai,10000,10639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1450
327,car,honda,amaze,petrol,2017,chennai,10000,10341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1479
328,car,honda,amaze,petrol,2017,chennai,10000,10534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1497
329,car,honda,amaze,petrol,2017,chennai,10000,10231,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1500
330,car,honda,amaze,petrol,2017,chennai,10000,10659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1399
331,car,honda,amaze,petrol,2017,chennai,10000,11236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1499
332,car,honda,amaze,petrol,2017,chennai,10000,10860,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1510
333,car,honda,amaze,petrol,2017,chennai,10000,10457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1550
334,car,honda,amaze,petrol,2017,chennai,10000,11468,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1523
335,car,honda,amaze,petrol,2017,chennai,10000,9075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1482
336,car,honda,amaze,petrol,2017,chennai,10000,10234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1482
337,car,honda,amaze,petrol,2017,chennai,10000,10647,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1830
338,car,honda,amaze,petrol,2017,chennai,10000,9766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1910
339,car,honda,amaze,petrol,2017,chennai,10000,10647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1838
340,car,honda,amaze,petrol,2017,chennai,10000,10467,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1847
341,car,honda,amaze,petrol,2017,chennai,10000,10654,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1862
342,car,honda,amaze,petrol,2017,chennai,10000,11244,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1899
343,car,honda,amaze,petrol,2017,chennai,10000,10326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1890
344,car,honda,amaze,petrol,2017,chennai,20000,20657,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3860
345,car,honda,amaze,petrol,2017,chennai,20000,20732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3999
346,car,honda,amaze,petrol,2017,chennai,20000,20327,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3899
347,car,honda,amaze,petrol,2017,chennai,20000,20474,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3821
348,car,honda,amaze,petrol,2017,chennai,20000,20473,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3932
349,car,honda,amaze,petrol,2017,chennai,20000,20436,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3829
350,car,honda,amaze,petrol,2017,chennai,20000,20859,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3997
351,car,honda,amaze,petrol,2017,chennai,20000,20908,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3964
352,car,honda,amaze,petrol,2017,chennai,20000,21382,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4100
353,car,honda,amaze,petrol,2017,chennai,20000,19732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3973
354,car,honda,amaze,petrol,2017,chennai,20000,20823,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3974
355,car,honda,amaze,petrol,2017,chennai,20000,20373,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3982
356,car,honda,amaze,petrol,2017,chennai,20000,20472,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3836
357,car,honda,amaze,petrol,2017,chennai,20000,19236,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3897
358,car,honda,amaze,petrol,2017,chennai,20000,20274,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3977
359,car,honda,amaze,petrol,2017,chennai,20000,20769,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3999
360,car,honda,amaze,petrol,2017,chennai,20000,20579,1,1,1,0,1,1,0,0,0,0,0,0,0,0,4030
361,car,honda,amaze,petrol,2017,chennai,20000,21732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4020
362,car,honda,amaze,petrol,2017,chennai,20000,20437,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4099
363,car,honda,amaze,petrol,2017,chennai,20000,20756,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4074
364,car,honda,amaze,petrol,2017,chennai,30000,30832,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4410
365,car,honda,amaze,petrol,2017,chennai,30000,30272,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4500
366,car,honda,amaze,petrol,2017,chennai,30000,30597,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4489
367,car,honda,amaze,petrol,2017,chennai,30000,31820,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4799
368,car,honda,amaze,petrol,2017,chennai,30000,30317,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4599
369,car,honda,amaze,petrol,2017,chennai,30000,30328,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4399
370,car,honda,amaze,petrol,2017,chennai,30000,30372,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4389
371,car,honda,amaze,petrol,2017,chennai,30000,29633,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4454
372,car,honda,amaze,petrol,2017,chennai,30000,30286,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4487
373,car,honda,amaze,petrol,2017,chennai,30000,30382,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4483
374,car,honda,amaze,petrol,2017,chennai,30000,30211,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4478
375,car,honda,amaze,petrol,2017,chennai,30000,30742,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4449
376,car,honda,amaze,petrol,2017,chennai,30000,30986,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4920
377,car,honda,amaze,petrol,2017,chennai,30000,30238,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4910
378,car,honda,amaze,petrol,2017,chennai,30000,30328,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4999
379,car,honda,amaze,petrol,2017,chennai,30000,30248,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4899
380,car,honda,amaze,petrol,2017,chennai,30000,31722,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5100
381,car,honda,amaze,petrol,2017,chennai,30000,30827,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5099
382,car,honda,amaze,petrol,2017,chennai,30000,30238,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5189
383,car,honda,amaze,petrol,2017,chennai,30000,30278,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5149
384,car,honda,amaze,petrol,2017,chennai,40000,40279,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5200
385,car,honda,amaze,petrol,2017,chennai,40000,40379,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5199
386,car,honda,amaze,petrol,2017,chennai,40000,42082,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5299
387,car,honda,amaze,petrol,2017,chennai,40000,40272,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5289
388,car,honda,amaze,petrol,2017,chennai,40000,40733,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5249
389,car,honda,amaze,petrol,2017,chennai,40000,41382,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5399
390,car,honda,amaze,petrol,2017,chennai,40000,40289,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5310
391,car,honda,amaze,petrol,2017,chennai,40000,39236,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5329
392,car,honda,amaze,petrol,2017,chennai,40000,40722,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5392
393,car,honda,amaze,petrol,2017,chennai,40000,40283,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5374
394,car,honda,amaze,petrol,2017,chennai,40000,40287,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5399
395,car,honda,amaze,petrol,2017,chennai,40000,39723,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5319
396,car,honda,amaze,petrol,2017,chennai,40000,41372,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5378
397,car,honda,amaze,petrol,2017,chennai,40000,40427,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5400
398,car,honda,amaze,petrol,2017,chennai,40000,40282,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5789
399,car,honda,amaze,petrol,2017,chennai,40000,40797,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5699
400,car,honda,amaze,petrol,2017,chennai,40000,40775,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5719
401,car,honda,amaze,petrol,2017,chennai,40000,40487,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5723
402,car,honda,amaze,petrol,2017,chennai,40000,40795,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5800
403,car,honda,amaze,petrol,2017,chennai,40000,40479,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5749
404,car,honda,amaze,petrol,2017,chennai,50000,50392,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4560
405,car,honda,amaze,petrol,2017,chennai,50000,52100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4600
406,car,honda,amaze,petrol,2017,chennai,50000,51023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4599
407,car,honda,amaze,petrol,2017,chennai,50000,53909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4589
408,car,honda,amaze,petrol,2017,chennai,50000,54098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579
409,car,honda,amaze,petrol,2017,chennai,50000,50438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4569
410,car,honda,amaze,petrol,2017,chennai,50000,51832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4559
411,car,honda,amaze,petrol,2017,chennai,50000,49732,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579
412,car,honda,amaze,petrol,2017,chennai,50000,49028,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4584
413,car,honda,amaze,petrol,2017,chennai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4597
414,car,honda,amaze,petrol,2017,chennai,50000,50342,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4573
415,car,honda,amaze,petrol,2017,chennai,50000,50384,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4586
416,car,honda,amaze,petrol,2017,chennai,50000,50878,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4588
417,car,honda,amaze,petrol,2017,chennai,50000,50754,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4799
418,car,honda,amaze,petrol,2017,chennai,50000,51437,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4789
419,car,honda,amaze,petrol,2017,chennai,50000,50347,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4800
420,car,honda,amaze,petrol,2017,chennai,50000,50354,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4796
421,car,honda,amaze,petrol,2017,chennai,50000,50578,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5899
422,car,honda,amaze,petrol,2017,chennai,50000,50896,1,1,1,0,1,0,0,0,0,0,0,1,0,0,5799
423,car,honda,amaze,petrol,2017,chennai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5749
424,car,honda,amaze,petrol,2017,chennai,60000,60292,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6890
425,car,honda,amaze,petrol,2017,chennai,60000,60383,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6899
426,car,honda,amaze,petrol,2017,chennai,60000,60437,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6800
427,car,honda,amaze,petrol,2017,chennai,60000,60232,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6799
428,car,honda,amaze,petrol,2017,chennai,60000,60383,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6820
429,car,honda,amaze,petrol,2017,chennai,60000,60332,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6830
430,car,honda,amaze,petrol,2017,chennai,60000,60427,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6859
431,car,honda,amaze,petrol,2017,chennai,60000,60349,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6849
432,car,honda,amaze,petrol,2017,chennai,60000,60374,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6900
433,car,honda,amaze,petrol,2017,chennai,60000,60694,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6888
434,car,honda,amaze,petrol,2017,chennai,60000,61379,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6789
435,car,honda,amaze,petrol,2017,chennai,60000,59262,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6839
436,car,honda,amaze,petrol,2017,chennai,60000,60347,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6949
437,car,honda,amaze,petrol,2017,chennai,60000,60544,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6899
438,car,honda,amaze,petrol,2017,chennai,60000,61322,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6890
439,car,honda,amaze,petrol,2017,chennai,60000,60548,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6910
440,car,honda,amaze,petrol,2017,chennai,60000,62289,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6999
441,car,honda,amaze,petrol,2017,chennai,60000,60343,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6989
442,car,honda,amaze,petrol,2017,chennai,60000,60437,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6900
443,car,honda,amaze,petrol,2017,chennai,60000,60353,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6910
444,car,honda,amaze,petrol,2017,chennai,70000,70347,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1499
445,car,honda,amaze,petrol,2017,chennai,70000,70547,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1469
446,car,honda,amaze,petrol,2017,chennai,70000,70483,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1450
447,car,honda,amaze,petrol,2017,chennai,70000,70785,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1479
448,car,honda,amaze,petrol,2017,chennai,70000,71032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1497
449,car,honda,amaze,petrol,2017,chennai,70000,71372,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1500
450,car,honda,amaze,petrol,2017,chennai,70000,70321,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1399
451,car,honda,amaze,petrol,2017,chennai,70000,70232,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1499
452,car,honda,amaze,petrol,2017,chennai,70000,69322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1510
453,car,honda,amaze,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1550
454,car,honda,amaze,petrol,2017,chennai,70000,70327,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1523
455,car,honda,amaze,petrol,2017,chennai,70000,71326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1600
456,car,honda,amaze,petrol,2017,chennai,70000,70237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1599
457,car,honda,amaze,petrol,2017,chennai,70000,70895,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1610
458,car,honda,amaze,petrol,2017,chennai,70000,69923,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1620
459,car,honda,amaze,petrol,2017,chennai,70000,69090,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1623
460,car,honda,amaze,petrol,2017,chennai,70000,70327,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1799
461,car,honda,amaze,petrol,2017,chennai,70000,70328,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1800
462,car,honda,amaze,petrol,2017,chennai,70000,70685,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1899
463,car,honda,amaze,petrol,2017,chennai,70000,70745,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1910
464,car,honda,amaze,petrol,2017,chennai,80000,82028,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5399
